"3863","PMR EUR CH01","446.00625","446.00625","A-Analog","Low","12.5K","Off","Off","202","Group Call","202","SV","Off","Carrier","Off","1","1","1","Off","1","1","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","On","Off","Off","Off","Off","1","0","Off","0","0","0","0","0","0","0","0","0"
"3864","PMR EUR CH02","446.01875","446.01875","A-Analog","High","12.5K","254.1","254.1","202","Group Call","202","SV","Off","Carrier","Off","1","1","1","Off","1","1","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","On","Off","Off","Off","Off","1","0","Off","0","0","0","0","0","0","0","0","0"
"3865","PMR EUR CH03","446.03125","446.03125","A-Analog","High","12.5K","Off","Off","202","Group Call","202","SV","Off","Carrier","Off","1","1","1","Off","1","1","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","On","Off","Off","Off","Off","1","0","Off","0","0","0","0","0","0","0","0","0"
"3866","PMR EUR CH04","446.04375","446.04375","A-Analog","High","12.5K","Off","Off","202","Group Call","202","SV","Off","Carrier","Off","1","1","1","Off","1","1","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","On","Off","Off","Off","Off","1","0","Off","0","0","0","0","0","0","0","0","0"
"3867","PMR EUR CH05","446.05625","446.05625","A-Analog","High","12.5K","Off","Off","202","Group Call","202","SV","Off","Carrier","Off","1","1","1","Off","1","1","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","On","Off","Off","Off","Off","1","0","Off","0","0","0","0","0","0","0","0","0"
"3868","PMR EUR CH06","446.06875","446.06875","A-Analog","High","12.5K","Off","Off","202","Group Call","202","SV","Off","Carrier","Off","1","1","1","Off","1","1","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","On","Off","Off","Off","Off","1","0","Off","0","0","0","0","0","0","0","0","0"
"3869","PMR EUR CH07","446.08125","446.08125","A-Analog","High","12.5K","Off","Off","202","Group Call","202","SV","Off","Carrier","Off","1","1","1","Off","1","1","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","On","Off","Off","Off","Off","1","0","Off","0","0","0","0","0","0","0","0","0"
"3870","PMR EUR CH08","446.09375","446.09375","A-Analog","High","12.5K","Off","Off","202","Group Call","202","SV","Off","Carrier","Off","1","1","1","Off","1","1","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","On","Off","Off","Off","Off","1","0","Off","0","0","0","0","0","0","0","0","0"
"3871","PMR EUR CH09","446.10625","446.10625","A-Analog","High","12.5K","Off","Off","202","Group Call","202","SV","Off","Carrier","Off","1","1","1","Off","1","1","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","On","Off","Off","Off","Off","1","0","Off","0","0","0","0","0","0","0","0","0"
"3872","PMR EUR CH10","446.11875","446.11875","A-Analog","High","12.5K","Off","Off","202","Group Call","202","SV","Off","Carrier","Off","1","1","1","Off","1","1","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","On","Off","Off","Off","Off","1","0","Off","0","0","0","0","0","0","0","0","0"
"3873","PMR EUR CH11","446.13125","446.13125","A-Analog","High","12.5K","Off","Off","202","Group Call","202","SV","Off","Carrier","Off","1","1","1","Off","1","1","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","On","Off","Off","Off","Off","1","0","Off","0","0","0","0","0","0","0","0","0"
"3874","PMR EUR CH12","446.14375","446.14375","A-Analog","High","12.5K","Off","Off","202","Group Call","202","SV","Off","Carrier","Off","1","1","1","Off","1","1","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","On","Off","Off","Off","Off","1","0","Off","0","0","0","0","0","0","0","0","0"
"3875","PMR EUR CH13","446.15625","446.15625","A-Analog","High","12.5K","Off","Off","202","Group Call","202","SV","Off","Carrier","Off","1","1","1","Off","1","1","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","On","Off","Off","Off","Off","1","0","Off","0","0","0","0","0","0","0","0","0"
"3876","PMR EUR CH14","446.16875","446.16875","A-Analog","High","12.5K","Off","Off","202","Group Call","202","SV","Off","Carrier","Off","1","1","1","Off","1","1","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","On","Off","Off","Off","Off","1","0","Off","0","0","0","0","0","0","0","0","0"
"3877","PMR EUR CH15","446.18125","446.18125","A-Analog","High","12.5K","Off","Off","202","Group Call","202","SV","Off","Carrier","Off","1","1","1","Off","1","1","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","On","Off","Off","Off","Off","1","0","Off","0","0","0","0","0","0","0","0","0"
"3878","PMR EUR CH16","446.19375","446.19375","A-Analog","High","12.5K","Off","Off","202","Group Call","202","SV","Off","Carrier","Off","1","1","1","Off","1","1","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","On","Off","Off","Off","Off","1","0","Off","0","0","0","0","0","0","0","0","0"
"3879","PMR USA CH01","462.56250","462.56250","A-Analog","High","12.5K","Off","Off","202","Group Call","202","SV","Off","Carrier","Off","1","1","1","Off","1","1","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","On","Off","Off","Off","Off","1","0","Off","0","0","0","0","0","0","0","0","0"
"3880","PMR USA CH02","462.58750","462.58750","A-Analog","High","12.5K","Off","Off","202","Group Call","202","SV","Off","Carrier","Off","1","1","1","Off","1","1","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","On","Off","Off","Off","Off","1","0","Off","0","0","0","0","0","0","0","0","0"
"3881","PMR USA CH03","462.61250","462.61250","A-Analog","High","12.5K","Off","Off","202","Group Call","202","SV","Off","Carrier","Off","1","1","1","Off","1","1","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","On","Off","Off","Off","Off","1","0","Off","0","0","0","0","0","0","0","0","0"
"3882","PMR USA CH04","462.63750","462.63750","A-Analog","High","12.5K","Off","Off","202","Group Call","202","SV","Off","Carrier","Off","1","1","1","Off","1","1","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","On","Off","Off","Off","Off","1","0","Off","0","0","0","0","0","0","0","0","0"
"3883","PMR USA CH05","462.66250","462.66250","A-Analog","High","12.5K","Off","Off","202","Group Call","202","SV","Off","Carrier","Off","1","1","1","Off","1","1","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","On","Off","Off","Off","Off","1","0","Off","0","0","0","0","0","0","0","0","0"
"3884","PMR USA CH06","462.68750","462.68750","A-Analog","High","12.5K","Off","Off","202","Group Call","202","SV","Off","Carrier","Off","1","1","1","Off","1","1","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","On","Off","Off","Off","Off","1","0","Off","0","0","0","0","0","0","0","0","0"
"3885","PMR USA CH07","462.71250","462.71250","A-Analog","High","12.5K","Off","Off","202","Group Call","202","SV","Off","Carrier","Off","1","1","1","Off","1","1","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","On","Off","Off","Off","Off","1","0","Off","0","0","0","0","0","0","0","0","0"
"3886","PMR USA CH08","467.56250","467.56250","A-Analog","High","12.5K","Off","Off","202","Group Call","202","SV","Off","Carrier","Off","1","1","1","Off","1","1","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","On","Off","Off","Off","Off","1","0","Off","0","0","0","0","0","0","0","0","0"
"3887","PMR USA CH09","467.58750","467.58750","A-Analog","High","12.5K","Off","Off","202","Group Call","202","SV","Off","Carrier","Off","1","1","1","Off","1","1","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","On","Off","Off","Off","Off","1","0","Off","0","0","0","0","0","0","0","0","0"
"3888","PMR USA CH10","467.61250","467.61250","A-Analog","High","12.5K","Off","Off","202","Group Call","202","SV","Off","Carrier","Off","1","1","1","Off","1","1","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","On","Off","Off","Off","Off","1","0","Off","0","0","0","0","0","0","0","0","0"
"3889","PMR USA CH11","467.63750","467.63750","A-Analog","High","12.5K","Off","Off","202","Group Call","202","SV","Off","Carrier","Off","1","1","1","Off","1","1","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","On","Off","Off","Off","Off","1","0","Off","0","0","0","0","0","0","0","0","0"
"3890","PMR USA CH12","467.66250","467.66250","A-Analog","High","12.5K","Off","Off","202","Group Call","202","SV","Off","Carrier","Off","1","1","1","Off","1","1","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","On","Off","Off","Off","Off","1","0","Off","0","0","0","0","0","0","0","0","0"
"3891","PMR USA CH13","467.68750","467.68750","A-Analog","High","12.5K","Off","Off","202","Group Call","202","SV","Off","Carrier","Off","1","1","1","Off","1","1","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","On","Off","Off","Off","Off","1","0","Off","0","0","0","0","0","0","0","0","0"
"3892","PMR USA CH14","467.71250","467.71250","A-Analog","High","12.5K","Off","Off","202","Group Call","202","SV","Off","Carrier","Off","1","1","1","Off","1","1","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","On","Off","Off","Off","Off","1","0","Off","0","0","0","0","0","0","0","0","0"
"3893","PMR USA CH15","462.55000","462.55000","A-Analog","High","12.5K","Off","Off","202","Group Call","202","SV","Off","Carrier","Off","1","1","1","Off","1","1","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","On","Off","Off","Off","Off","1","0","Off","0","0","0","0","0","0","0","0","0"
"3894","PMR USA CH16","462.57500","462.57500","A-Analog","High","12.5K","Off","Off","202","Group Call","202","SV","Off","Carrier","Off","1","1","1","Off","1","1","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","On","Off","Off","Off","Off","1","0","Off","0","0","0","0","0","0","0","0","0"
"3895","PMR USA CH17","462.60000","462.60000","A-Analog","High","12.5K","Off","Off","202","Group Call","202","SV","Off","Carrier","Off","1","1","1","Off","1","1","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","On","Off","Off","Off","Off","1","0","Off","0","0","0","0","0","0","0","0","0"
"3896","PMR USA CH18","462.62500","462.62500","A-Analog","High","12.5K","Off","Off","202","Group Call","202","SV","Off","Carrier","Off","1","1","1","Off","1","1","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","On","Off","Off","Off","Off","1","0","Off","0","0","0","0","0","0","0","0","0"
"3897","PMR USA CH19","462.65000","462.65000","A-Analog","High","12.5K","Off","Off","202","Group Call","202","SV","Off","Carrier","Off","1","1","1","Off","1","1","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","On","Off","Off","Off","Off","1","0","Off","0","0","0","0","0","0","0","0","0"
"3898","PMR USA CH20","462.67500","462.67500","A-Analog","High","12.5K","Off","Off","202","Group Call","202","SV","Off","Carrier","Off","1","1","1","Off","1","1","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","On","Off","Off","Off","Off","1","0","Off","0","0","0","0","0","0","0","0","0"
"3899","PMR USA CH21","462.70000","462.70000","A-Analog","High","12.5K","Off","Off","202","Group Call","202","SV","Off","Carrier","Off","1","1","1","Off","1","1","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","On","Off","Off","Off","Off","1","0","Off","0","0","0","0","0","0","0","0","0"
"3900","PMR USA CH22","462.72500","462.72500","A-Analog","High","12.5K","Off","Off","202","Group Call","202","SV","Off","Carrier","Off","1","1","1","Off","1","1","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","On","Off","Off","Off","Off","1","0","Off","0","0","0","0","0","0","0","0","0"
"3901","LPD-01","433.07500","433.07500","A-Analog","High","12.5K","Off","Off","202","Group Call","202","SV","Off","Carrier","Off","1","1","1","Off","1","1","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","On","Off","Off","Off","Off","1","0","Off","0","0","0","0","0","0","0","0","0"
"3902","LPD-02","433.07500","433.07500","A-Analog","High","12.5K","Off","Off","202","Group Call","202","SV","Off","Carrier","Off","1","1","1","Off","1","1","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","On","Off","Off","Off","Off","1","0","Off","0","0","0","0","0","0","0","0","0"
"3903","LPD-03","433.07500","433.07500","A-Analog","High","12.5K","Off","Off","202","Group Call","202","SV","Off","Carrier","Off","1","1","1","Off","1","1","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","On","Off","Off","Off","Off","1","0","Off","0","0","0","0","0","0","0","0","0"
"3904","LPD-04","433.07500","433.07500","A-Analog","High","12.5K","Off","Off","202","Group Call","202","SV","Off","Carrier","Off","1","1","1","Off","1","1","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","On","Off","Off","Off","Off","1","0","Off","0","0","0","0","0","0","0","0","0"
"3905","LPD-05","433.07500","433.07500","A-Analog","High","12.5K","Off","Off","202","Group Call","202","SV","Off","Carrier","Off","1","1","1","Off","1","1","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","On","Off","Off","Off","Off","1","0","Off","0","0","0","0","0","0","0","0","0"
"3906","LPD-06","433.07500","433.07500","A-Analog","High","12.5K","Off","Off","202","Group Call","202","SV","Off","Carrier","Off","1","1","1","Off","1","1","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","On","Off","Off","Off","Off","1","0","Off","0","0","0","0","0","0","0","0","0"
"3907","LPD-07","433.07500","433.07500","A-Analog","High","12.5K","Off","Off","202","Group Call","202","SV","Off","Carrier","Off","1","1","1","Off","1","1","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","On","Off","Off","Off","Off","1","0","Off","0","0","0","0","0","0","0","0","0"
"3908","LPD-08","433.07500","433.07500","A-Analog","High","12.5K","Off","Off","202","Group Call","202","SV","Off","Carrier","Off","1","1","1","Off","1","1","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","On","Off","Off","Off","Off","1","0","Off","0","0","0","0","0","0","0","0","0"
"3909","LPD-09","433.07500","433.07500","A-Analog","High","12.5K","Off","Off","202","Group Call","202","SV","Off","Carrier","Off","1","1","1","Off","1","1","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","On","Off","Off","Off","Off","1","0","Off","0","0","0","0","0","0","0","0","0"
"3910","LPD-10","433.07500","433.07500","A-Analog","High","12.5K","Off","Off","202","Group Call","202","SV","Off","Carrier","Off","1","1","1","Off","1","1","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","On","Off","Off","Off","Off","1","0","Off","0","0","0","0","0","0","0","0","0"
"3911","LPD-11","433.07500","433.07500","A-Analog","High","12.5K","Off","Off","202","Group Call","202","SV","Off","Carrier","Off","1","1","1","Off","1","1","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","On","Off","Off","Off","Off","1","0","Off","0","0","0","0","0","0","0","0","0"
"3912","LPD-12","433.07500","433.07500","A-Analog","High","12.5K","Off","Off","202","Group Call","202","SV","Off","Carrier","Off","1","1","1","Off","1","1","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","On","Off","Off","Off","Off","1","0","Off","0","0","0","0","0","0","0","0","0"
"3913","LPD-13","433.07500","433.07500","A-Analog","High","12.5K","Off","Off","202","Group Call","202","SV","Off","Carrier","Off","1","1","1","Off","1","1","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","On","Off","Off","Off","Off","1","0","Off","0","0","0","0","0","0","0","0","0"
"3914","LPD-14","433.07500","433.07500","A-Analog","High","12.5K","Off","Off","202","Group Call","202","SV","Off","Carrier","Off","1","1","1","Off","1","1","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","On","Off","Off","Off","Off","1","0","Off","0","0","0","0","0","0","0","0","0"
"3915","LPD-15","433.07500","433.07500","A-Analog","High","12.5K","Off","Off","202","Group Call","202","SV","Off","Carrier","Off","1","1","1","Off","1","1","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","On","Off","Off","Off","Off","1","0","Off","0","0","0","0","0","0","0","0","0"
